id, pos_x, pos_y, proj_x, proj_y, InFoRM
0, 0.3788542151451111, 0.01236563827842474, -0.13309547305107117, 0.0032242198940366507, 0.6367524008254148
747, 0.2485201209783554, 0.0018419192638248205, 0.8383446335792542, -0.09113581478595734, 0.6527788965735211
1, 0.048689331859350204, -0.09327959269285202, 0.2427142858505249, -0.05020395666360855, 0.42029345987786526
4257, -0.10521353036165237, 0.01624397374689579, 0.4245673716068268, 0.07997089624404907, 0.5435264420546208
2194, 0.19371359050273895, -0.28840017318725586, 0.6145986318588257, -0.6667057871818542, 0.6204067740426004
580, 0.11972978711128235, -0.14360815286636353, -0.1679297834634781, 0.004508913028985262, 0.18063722439097182
6478, -0.02263546921312809, -0.16576503217220306, 0.5237544178962708, -0.16471567749977112, 0.6218210584342578
1222, -0.0028524980880320072, -0.0772070661187172, 0.3257099986076355, 0.08040259778499603, 0.4765498650013915
5735, -0.058304693549871445, -0.012926407158374786, 0.6576105952262878, -0.04884083941578865, 0.5354965351344911
7146, 0.026090657338500023, -0.08847300708293915, 0.09777151048183441, -0.0840679332613945, 0.32520777801985834
2204, 0.1940734088420868, -0.252139151096344, 0.8152400255203247, -0.29044046998023987, 0.6984263058912432
126, -0.043330103158950806, 0.09557690471410751, 0.18498370051383972, 0.044457729905843735, 0.3668383654498288
2639, 0.08108185231685638, 0.011658147908747196, 0.5684877038002014, -0.013784993439912796, 0.5416914672916399
2, 0.2645469307899475, 0.40412142872810364, 0.4054107964038849, 0.179445281624794, 0.42400071529876754
562, 0.16693052649497986, 0.3251872658729553, 0.1630488783121109, 0.108423613011837, 0.36971400006102506
1492, 0.25011953711509705, 0.38033685088157654, 0.4882833659648895, 0.088680699467659, 0.4073629246586619
6, 0.25722554326057434, 0.3760440945625305, 0.4794164001941681, 0.1299690157175064, 0.5029040367520474
5303, 0.25610873103141785, 0.4124149978160858, 0.4102432429790497, 0.0062021189369261265, 0.4937662344175507
7128, 0.2736792266368866, 0.3944846987724304, 0.629732608795166, -0.046703726053237915, 0.5372932412859366
4154, 0.313700407743454, 0.34931355714797974, 0.35643571615219116, 0.0033987590577453375, 0.43261605265636677
5179, 0.29199665784835815, 0.4543382525444031, -0.25401175022125244, -0.01583883911371231, 0.23029548013839166
3, -0.12788961827754974, 0.04558546096086502, 0.7183517217636108, -0.29727116227149963, 0.5328525930893793
1728, -0.12354512512683868, 0.07910376787185669, 0.6415493488311768, -0.25059863924980164, 0.4702437347573255
4560, -0.0752677172422409, 0.13195453584194183, 0.6012159585952759, -0.36127978563308716, 0.5752151414223872
5060, -0.07105398923158646, -0.15478137135505676, 0.36957427859306335, -0.17564399540424347, 0.5726030295511161
1351, -0.16542509198188782, 0.11222536861896515, 0.5895808339118958, -0.15549476444721222, 0.5607194337705886
6503, -0.11410363018512726, 0.08496285229921341, 0.7610591650009155, -0.31719887256622314, 0.4886505064825097
7089, -0.07489670813083649, 0.0010432477574795485, 0.8054645657539368, -0.4954710006713867, 0.6439874507934469
4319, -0.15254820883274078, -0.0006049035000614822, 0.6314218640327454, -0.28615856170654297, 0.7765941449922956
6095, -0.11490794271230698, 0.005540196318179369, 0.7465155720710754, -0.6487016081809998, 0.7522682802710655
272, -0.15645663440227509, 0.13021674752235413, 0.42270758748054504, 0.07836209237575531, 0.43003647197011974
4433, -0.1288919448852539, 0.10169139504432678, 0.941960334777832, -0.5110898017883301, 0.6928426139912257
2900, -0.2708626985549927, 0.08061623573303223, 0.12201999872922897, -0.006631981581449509, 0.36422164291747045
3381, -0.113131083548069, 0.04389238730072975, 0.6894561648368835, -0.42734986543655396, 0.8133806485640748
5943, -0.1704893261194229, -0.02375967614352703, 0.4370051622390747, -0.28970637917518616, 0.5423467939548957
2107, -0.10951804369688034, 0.08758964389562607, 0.9172025322914124, -0.5474241375923157, 0.5862215004262699
6940, -0.12600578367710114, 0.03341398760676384, 0.7582966685295105, -0.6002171039581299, 0.5846661809757865
2013, -0.08363056182861328, 0.13812144100666046, 0.20522572100162506, -0.029818609356880188, 0.421023232306854
6046, -0.11558149009943008, 0.06970443576574326, 0.5886358618736267, -0.28916898369789124, 0.5445326456941689
5823, -0.0995277687907219, 0.06648530066013336, 0.6599254608154297, -0.6815006136894226, 0.7187086951728368
4, -0.2850326895713806, -0.6764755249023438, -0.16828158497810364, 0.0045194560661911964, 0.3659651428066913
5770, -0.2439390867948532, -0.5635936260223389, 0.2625819146633148, 0.19243960082530975, 0.35602869014099653
5, 0.14565031230449677, -0.03697806969285011, -0.16633610427379608, 0.0059450711123645306, 0.7501981571553858
5454, 0.0437307134270668, -0.02555036172270775, 0.5332970023155212, 0.06512009352445602, 0.7858626293002501
5856, 0.17071379721164703, 0.3085976243019104, 0.002038124715909362, 0.04544452577829361, 0.3350427458622768
667, 0.2960682809352875, 0.3330443203449249, 0.23914451897144318, -0.144897922873497, 0.5476325041542603
6180, 0.30779436230659485, 0.339606910943985, 0.43783918023109436, -0.2682090103626251, 0.5294607965724871
598, 0.27278953790664673, 0.3254646062850952, 0.4284462332725525, -0.18002258241176605, 0.4776889671739272
870, 0.17521274089813232, 0.2801649868488312, 0.35576415061950684, -0.06936337053775787, 0.4217132470067612
3079, 0.3080785572528839, 0.35865986347198486, 0.5785653591156006, -0.0012299931840971112, 0.5092387027270318
1834, 0.23742935061454773, 0.2927488684654236, 0.32204779982566833, 0.06516267359256744, 0.4813955633972646
6283, 0.21882063150405884, 0.5353901386260986, -0.05444430187344551, 0.031476885080337524, 0.2393054353612442
7340, 0.289031058549881, 0.32508301734924316, 0.2897633910179138, -0.14286187291145325, 0.41177222248797396
7279, 0.29271259903907776, 0.40315282344818115, 0.3876721262931824, 0.006791866384446621, 0.44626145439261045
342, 0.28272631764411926, 0.41431865096092224, 0.40899044275283813, 0.01478283666074276, 0.41413237644601164
4405, 0.32100123167037964, 0.49282002449035645, -0.1679297834634781, 0.004510424565523863, 0.5402320377960299
1462, 0.21171413362026215, 0.23992407321929932, 0.16972166299819946, 0.05107526108622551, 0.4542963165504197
1284, 0.2174450308084488, 0.3619746267795563, 0.22180619835853577, -0.09289740025997162, 0.41775259771573203
1551, 0.27201592922210693, 0.48500242829322815, -0.1234755590558052, 0.007971554063260555, 0.2171610108821684
3291, 0.32325783371925354, 0.421094685792923, -0.4013682007789612, -0.008036010898649693, 0.2254518591847377
167, 0.2585870325565338, 0.30221226811408997, 0.20086626708507538, -0.08778473734855652, 0.5142154163329603
7, -0.04413890466094017, -0.33393239974975586, -0.043958231806755066, 0.014739444479346275, 0.3288519989085062
177, 0.11499551683664322, -0.2699708342552185, -0.3061840236186981, 0.015455064363777637, 0.21527802918063135
6243, -0.03279828280210495, -0.47342395782470703, -0.1679297834634781, 0.004510424565523863, 0.10017833207779536
7589, -0.175706684589386, -0.18577228486537933, 0.33346912264823914, 0.07673067599534988, 0.49358782826330777
2854, -0.14102628827095032, -0.1880534291267395, 0.19498607516288757, -0.17285771667957306, 0.7267139394546713
6931, -0.11156410723924637, -0.32574474811553955, 1.0263874530792236, 0.09329552203416824, 0.8498752262716079
6250, 0.11560994386672974, -0.4604536294937134, -0.1301146149635315, 0.0531710647046566, 0.09640031377071169
428, -0.033404797315597534, -0.4728696346282959, -0.1679297834634781, 0.004510424565523863, 0.10017833207779536
2142, -0.16651128232479095, -0.24333445727825165, 0.41091927886009216, 0.17835134267807007, 0.5564951925210901
8, 0.32873719930648804, -0.5989202260971069, -0.16864395141601562, 0.0046811955980956554, 0.27830171847205176
1686, 0.25684159994125366, -0.4793415069580078, 0.16004714369773865, -0.11873845756053925, 0.30038972457956536
9, 0.29043856263160706, 0.11756272614002228, 0.24916496872901917, 0.03554131090641022, 0.40175934893308624
4481, 0.39587467908859253, 0.027210859581828117, -0.1679297834634781, 0.004510424565523863, 0.36401285059722605
1795, 0.23209454119205475, 0.22298100590705872, 0.18609513342380524, -0.16606995463371277, 0.5261299461481544
2660, 0.3193076550960541, 0.24356622993946075, 0.1807781606912613, 0.029471062123775482, 0.3853445449153748
6053, 0.3928780257701874, 0.022613264620304108, -0.1679297834634781, 0.004510424565523863, 0.36401285059722605
246, 0.22645705938339233, 0.09155327081680298, -0.15804968774318695, 0.02169584110379219, 0.3062405125402624
3843, 0.31314894556999207, 0.1692361980676651, -0.23994497954845428, -0.017230572178959846, 0.3023389432607171
6441, 0.09917774796485901, 0.039583202451467514, 0.578092634677887, 0.178397536277771, 0.5531469291615959
366, 0.3381217122077942, 0.21571458876132965, 0.15876013040542603, 0.01898248866200447, 0.42225594290163126
10, 0.06927655637264252, -0.018031049519777298, -0.23265190422534943, 0.007436109706759453, 0.29612416034238553
5489, -0.010280417278409004, -0.0044194781221449375, 0.1676938235759735, -0.04306190833449364, 0.4560210405065697
11, -0.10167887061834335, -0.2858222723007202, 0.7126674056053162, 0.06472170352935791, 0.5361554940904116
5240, -0.08961304277181625, -0.2293332815170288, -0.09330620616674423, 0.00570501247420907, 0.20992126368703926
618, -0.18023309111595154, -0.35689887404441833, 0.5275410413742065, -0.08367786556482315, 0.4661240981015385
2412, -0.11009755730628967, -0.2063647210597992, 0.9670613408088684, -0.08806504309177399, 0.7214944752617625
1325, 0.0011422550305724144, -0.2277788668870926, 0.5672369599342346, -0.3186475932598114, 0.5787139000822397
4919, -0.11654125899076462, -0.3394913673400879, 0.9530736207962036, -0.2747950851917267, 0.7519802047663603
12, -0.18032658100128174, -0.006024161819368601, -0.11341677606105804, 0.05046384781599045, 0.5736929809853546
5274, -0.12086628377437592, 0.03217081353068352, 0.35478922724723816, 0.1719362884759903, 0.7095925325043272
3807, -0.09718340635299683, 6.773390487069264e-05, 0.4820190966129303, 0.2581287622451782, 0.5663584278211917
13, 0.0735841616988182, 0.37001490592956543, 0.8341172337532043, 0.364763081073761, 0.7578101284613905
1794, 0.07112360000610352, 0.3690502345561981, 1.0083237886428833, 0.530780553817749, 0.7572834292181831
3971, 0.0451011024415493, 0.37862733006477356, 0.859101414680481, 0.38275063037872314, 0.708052960527013
1223, 0.07641952484846115, 0.3399871587753296, 0.8090838193893433, 1.184968113899231, 0.7575825872345633
6152, 0.09530796855688095, 0.40081796050071716, 0.8126280903816223, 0.4098416566848755, 0.6489404278844979
5385, 0.1139354333281517, 0.5051503777503967, -0.1679297834634781, 0.004510424565523863, 0.7089942581729881
1509, 0.03311969339847565, 0.27655085921287537, 0.8580496311187744, 1.2668647766113281, 0.8423411454748404
524, 0.07317151129245758, 0.34382903575897217, 0.7586551904678345, 1.5584614276885986, 0.861978938482083
4770, 0.05881131812930107, 0.3473075032234192, 1.034568190574646, 0.5891163945198059, 0.7803261694852995
1937, 0.05483318865299225, 0.3096289038658142, 0.7400949597358704, 1.4925580024719238, 0.8118471351430673
7315, 0.08065567165613174, 0.33106768131256104, 0.976773738861084, 0.5756586194038391, 0.7609973947060354
1817, 0.06158261373639107, 0.32170233130455017, 0.9479164481163025, 0.7254849076271057, 0.8081853544202956
6298, 0.0555320642888546, 0.34636998176574707, 1.2151414155960083, 0.581196665763855, 0.753043387811993
2266, 0.08929873257875443, 0.3414839804172516, 0.9815650582313538, 0.6485233902931213, 0.7729352859550678
3557, 0.06592819839715958, 0.32010820508003235, 1.019790530204773, 1.1680066585540771, 0.7672534329359093
5857, 0.07103320956230164, 0.33705103397369385, 0.7737277746200562, 1.368143081665039, 0.7848602163473886
866, 0.03797002509236336, 0.3093299865722656, 1.0732293128967285, 1.2068365812301636, 0.7886012786232002
2789, 0.10350265353918076, 0.44768035411834717, 0.05345642566680908, 0.10129418969154358, 0.5028789664924966
3559, 0.05035965517163277, 0.33437496423721313, 1.0237481594085693, 0.7230044603347778, 0.772275649363195
4904, 0.07721304148435593, 0.33080020546913147, 0.912564218044281, 1.416904091835022, 0.7775970460463387
6565, 0.04489332064986229, 0.3785235285758972, 1.1061240434646606, 0.6279115080833435, 0.7163249138184847
5355, 0.07501370459794998, 0.3411617875099182, 0.849180281162262, 0.8450679779052734, 0.753776819441818
620, 0.11234118044376373, 0.5066059827804565, -0.1679297834634781, 0.004510424565523863, 0.7089942581729881
110, 0.04736274108290672, 0.3144521117210388, 0.8618693351745605, 1.325683832168579, 0.8298672077824014
2835, 0.06575670093297958, 0.32345420122146606, 0.907961905002594, 1.4191724061965942, 0.814069141179735
3316, 0.12089888751506805, 0.33903947472572327, 0.6110727190971375, 0.43705812096595764, 0.6575934854166419
6712, 0.07891114801168442, 0.27975717186927795, 0.7368010878562927, 1.0049864053726196, 0.7924402270981287
