id,pos_x,pos_y,proj_x,proj_y,nr_hops,InFoRM_hops
0,0.3788542151451111,0.01236563827842474,-0.00012806079904205734,9.573228422806892e-05,1,0.0049929686019784085
747,0.2485201209783554,0.0018419192638248205,-0.00013459585355241974,9.583700018625089e-05,1,0.024025197724846063
1,0.048689331859350204,-0.09327959269285202,-0.0003181109215647755,-0.0003958783419786,1,0.025035472969140875
4257,-0.10521353036165237,0.01624397374689579,-0.00011448590088942732,-6.156877489306764e-05,1,0.08467362113776414
2194,0.19371359050273895,-0.28840017318725586,-0.00020056706082891926,9.581801113547284e-05,1,0.014099516553283238
580,0.11972978711128235,-0.14360815286636353,-0.0003392708218014186,-0.00044144209504567186,1,0.4529821171268903
6478,-0.02263546921312809,-0.16576503217220306,-2.1050042346760366e-05,0.00012736124763492368,1,0.0033592506163586905
1222,-0.0028524980880320072,-0.0772070661187172,-0.001403961552122368,-0.0028484752212668972,1,0.010906793765360263
5735,-0.058304693549871445,-0.012926407158374786,-0.00016013826328683227,-6.58192879177233e-05,1,0.017052351970679107
7146,0.026090657338500023,-0.08847300708293915,-0.0005110982480191082,0.0008029420019059388,1,0.015752066370326095
2204,0.1940734088420868,-0.252139151096344,-9.367872996883959e-05,0.00014723822857574335,1,0.02071786551048564
126,-0.043330103158950806,0.09557690471410751,0.00015994968485936393,-0.001371497726154249,1,0.01407230299293044
2639,0.08108185231685638,0.011658147908747196,-0.0003045859175325946,6.863045703703647e-05,1,0.021871906263914997
2,0.2645469307899475,0.40412142872810364,0.0003124368007030656,-0.00015842743814967748,1,0.06265421080663847
562,0.16693052649497986,0.3251872658729553,0.00010899317169404221,3.724845946494391e-05,1,0.006014094282715493
1492,0.25011953711509705,0.38033685088157654,0.00034350520014209156,-8.874769766333479e-05,1,0.007255199860496554
6,0.25722554326057434,0.3760440945625305,0.00019323302019976898,-2.227122259378925e-05,1,0.04433433017502446
5303,0.25610873103141785,0.4124149978160858,0.0005106523304166037,-0.00024987048559567323,1,0.01620365125352103
7128,0.2736792266368866,0.3944846987724304,-4.7906519998088986e-05,0.00013900116734933397,1,0.008538060575734932
4154,0.313700407743454,0.34931355714797974,-2.3093289855416647e-05,-3.3196297480101945e-05,1,0.008118765778222362
5179,0.29199665784835815,0.4543382525444031,0.00039197697370198367,-0.0005008267716415299,1,0.039480539572765684
3,-0.12788961827754974,0.04558546096086502,-0.00025422458057150233,0.00012673406957161196,1,0.027223263423662655
1728,-0.12354512512683868,0.07910376787185669,-0.0002820614318688926,0.0001268321978182112,1,0.0031722928137652424
4560,-0.0752677172422409,0.13195453584194183,-0.0002229648841735496,0.00014210761709734343,1,0.007414276167380524
