id,pos_x,pos_y,proj_x,proj_y,gender,nr_hops,InFoRM_hops
0,-0.04046406224370003,0.6945655345916748,0.35835288126204073,-0.5648895227579146,0,1,0.644948577231039
1,-0.013756324537098408,0.701221227645874,0.38521233855506,-0.31175101468058236,1,1,0.21415607142906
2,-0.0950605720281601,0.7980795502662659,0.4044465362759097,-0.4725604627897033,0,1,0.09779565811406371
3,-0.03704969212412834,0.6994127035140991,0.6533764004459307,-0.49380418850069796,0,1,0.11376438625366278
4,-0.024378474801778793,0.8046131730079651,0.6223688493506649,-0.5681324641743579,0,1,0.11262996911949061
5,0.01622086763381958,0.6876915693283081,0.8528602349770397,-0.7534555407790576,0,1,0.2553119440722964
6,-0.04157783091068268,0.8312428593635559,0.14224013608553496,-0.15514985662221797,0,1,0.10943089858305223
7,0.020381350070238113,0.623132586479187,1.0837572700131026,-1.0346831164026928,0,1,0.22719730490634102
8,-0.022632863372564316,0.8175221681594849,0.5969676122589461,-0.14191682855011944,0,1,0.1355861104427626
9,-0.02462826296687126,0.6679536700248718,0.6136797018839348,-0.5286920115136015,0,1,0.14053975274128913
10,-0.037869952619075775,0.6897646188735962,0.6421702302175776,-0.6249300976210201,0,1,0.14113385600654293
11,-0.05832185596227646,0.8314782381057739,0.29780447127753723,-0.22978122293979908,1,1,0.46104481650378243
12,0.0038053689058870077,0.8203455209732056,0.21296994656928844,-0.25194464663263305,1,1,0.4985924450840072
13,-0.045564498752355576,0.6632637977600098,0.5460186408087335,-0.3281684936169556,0,1,0.13233546935692528
14,-0.11209157109260559,0.7967396378517151,0.29565210178286555,-0.3805919054530173,0,1,0.0800212029844505
15,0.008480618707835674,0.8113268613815308,0.2547468674996026,-0.2807936402134461,1,1,0.47051719624433264
16,-0.07050855457782745,0.6973947882652283,0.4493716855261828,-0.21984096983512535,1,1,0.16177242157997457
17,-0.10168657451868057,0.7970101237297058,0.4446373948423107,-0.4359746223386115,0,1,0.10632599098651956
