id,pos_x,pos_y,proj_x,proj_y,gender,nr_hops,InFoRM_hops
0,-0.04046406224370003,0.6945655345916748,-0.04832043871283531,0.033689986914396286,0,1,0.24643012775864642
1,-0.013756324537098408,0.701221227645874,-0.06550955027341843,0.048628441989421844,1,1,0.08247343837699045
2,-0.0950605720281601,0.7980795502662659,-0.061368826776742935,0.023296233266592026,0,1,0.03437552610661214
3,-0.03704969212412834,0.6994127035140991,-0.06956928968429565,0.05995478108525276,0,1,0.056169937814745524
4,-0.024378474801778793,0.8046131730079651,-0.04386843368411064,0.06404045969247818,0,1,0.04242006823867378
5,0.01622086763381958,0.6876915693283081,-0.08127539604902267,0.020835181698203087,0,1,0.1419789859550296
6,-0.04157783091068268,0.8312428593635559,-0.017069587484002113,0.0002930756891146302,0,1,0.08005558039600638
7,0.020381350070238113,0.623132586479187,-0.10664104670286179,0.0030064492020756006,0,1,0.07577920905795933
8,-0.022632863372564316,0.8175221681594849,-0.06489655375480652,0.003195427590981126,0,1,0.11842302594149524
9,-0.02462826296687126,0.6679536700248718,-0.07831615954637527,0.05883263051509857,0,1,0.015754705688213348
10,-0.037869952619075775,0.6897646188735962,-0.06109333410859108,0.05819253623485565,0,1,0.04293051395740266
11,-0.05832185596227646,0.8314782381057739,-0.03576037287712097,0.036629579961299896,1,1,0.4242638862270491
12,0.0038053689058870077,0.8203455209732056,-0.030267195776104927,0.05068923532962799,1,1,0.4162043477257973
13,-0.045564498752355576,0.6632637977600098,-0.07343968749046326,0.06515362113714218,0,1,0.011536427692991973
14,-0.11209157109260559,0.7967396378517151,-0.055042821913957596,0.017258726060390472,0,1,0.034276262402672335
15,0.008480618707835674,0.8113268613815308,-0.018755940720438957,0.06632456928491592,1,1,0.5582642152828293
16,-0.07050855457782745,0.6973947882652283,-0.06616656482219696,0.0770982876420021,1,1,0.05369876457865332
17,-0.10168657451868057,0.7970101237297058,-0.055773790925741196,0.019710300490260124,0,1,0.04424566248013747
18,-0.011848175898194313,0.8270204067230225,0.031647633761167526,0.08872178196907043,1,1,0.5045218655426479
19,-0.08179421722888947,0.8014023900032043,-0.045788608491420746,0.021504437550902367,0,1,0.16292786349150798
