id,pos_x,pos_y,proj_x,proj_y,gender,nr_hops,InFoRM_hops
0,-0.04046406224370003,0.6945655345916748,-0.5698933005332947,-0.44397956132888794,0,1,0.5784426502991533
1,-0.013756324537098408,0.701221227645874,0.7277747392654419,-0.6158304214477539,1,1,0.33150917502348654
2,-0.0950605720281601,0.7980795502662659,0.09691675752401352,-0.03879692405462265,0,1,0.09614565934238863
3,-0.03704969212412834,0.6994127035140991,1.0894954204559326,-0.21164068579673767,0,1,0.38544630363707594
4,-0.024378474801778793,0.8046131730079651,-0.3250412344932556,-0.1154637262225151,0,1,0.09289888101152126
5,0.01622086763381958,0.6876915693283081,0.26268163323402405,0.20654793083667755,0,1,0.34987205465078386
6,-0.04157783091068268,0.8312428593635559,-0.5813401937484741,-0.15825924277305603,0,1,0.07925977681872853
7,0.020381350070238113,0.623132586479187,0.6139905452728271,-0.6359195113182068,0,1,0.26367065257888767
8,-0.022632863372564316,0.8175221681594849,-0.7549086213111877,-0.06167037412524223,0,1,0.09102065844562436
9,-0.02462826296687126,0.6679536700248718,0.7834786176681519,-0.37180817127227783,0,1,0.3557434047079971
10,-0.037869952619075775,0.6897646188735962,0.4699942171573639,0.2395794540643692,0,1,0.330792508874443
11,-0.05832185596227646,0.8314782381057739,-0.16741447150707245,-0.015471956692636013,1,1,0.5531566774651943
12,0.0038053689058870077,0.8203455209732056,-0.16741447150707245,-0.015471954829990864,1,1,0.5531566774651943
13,-0.045564498752355576,0.6632637977600098,1.1039402484893799,-0.1481330543756485,0,1,0.3911319010454039
14,-0.11209157109260559,0.7967396378517151,0.053041502833366394,0.09782729297876358,0,1,0.0966476216255865
15,0.008480618707835674,0.8113268613815308,-0.16741447150707245,-0.015471954829990864,1,1,0.5531566774651943
16,-0.07050855457782745,0.6973947882652283,0.9304131269454956,0.2837809920310974,1,1,0.3752827029951345
17,-0.10168657451868057,0.7970101237297058,-0.0036829395685344934,0.24664387106895447,0,1,0.13812459734332774
18,-0.011848175898194313,0.8270204067230225,-0.16741447150707245,-0.015471954829990864,1,1,0.5531566774651943
19,-0.08179421722888947,0.8014023900032043,-0.07179444283246994,0.14331774413585663,0,1,0.15491536243319912
20,-0.10551097244024277,0.791470468044281,-0.07205954939126968,0.026734257116913795,0,1,0.10909455072261123
21,-0.010739964433014393,0.6573866009712219,0.6088041663169861,-0.22474217414855957,1,1,0.3672109215067764
22,0.009623708203434944,0.663720428943634,0.559323251247406,-0.30643466114997864,0,1,0.27277487318822796
23,-0.07264497131109238,0.7749695181846619,-0.2282084822654724,0.14659841358661652,1,1,0.17322466979755832
24,0.02900521643459797,0.7324048280715942,0.1422991305589676,0.018963057547807693,0,1,0.15877231901250963
25,-0.031131291761994362,0.6807126402854919,0.4082787334918976,-0.0856110155582428,0,1,0.3626893850143142
26,-0.02858082205057144,0.6682386994361877,0.21658986806869507,-0.4901066720485687,0,1,0.32525773448206047
27,-0.08045699447393417,0.6687325239181519,0.38784217834472656,-0.48142677545547485,0,1,0.24397442133172645
28,-0.11279182136058807,0.7931922674179077,0.011155135929584503,0.07258699834346771,1,1,0.10427055333685852
29,-0.03595338761806488,0.7081050872802734,0.4041554927825928,-0.018406542018055916,1,1,0.33975477291049744
30,-0.018152384087443352,0.6863981485366821,1.5098665952682495,-0.0356457382440567,1,1,0.44829319795570505
31,-0.011704426258802414,0.6793017983436584,1.0888556241989136,-0.15248583257198334,0,1,0.35565026555391716
32,-0.1288221776485443,0.7814306616783142,-0.1310880482196808,-0.1730344444513321,1,1,0.15193987558389305
33,-0.0510830357670784,0.8380255103111267,-0.31611505150794983,-0.0651080533862114,0,1,0.2590546139594156
34,0.10314624756574631,0.2926635444164276,-0.5655127763748169,-0.16565662622451782,0,1,0.2504320247260028
35,-0.03556794673204422,0.828402578830719,-0.4264602065086365,0.08497044444084167,0,1,0.3566448497974597
36,-0.014349185861647129,0.7595046758651733,0.12731511890888214,0.449591726064682,1,1,0.15705777218297784
37,-0.014332037419080734,0.8343709111213684,-0.16741447150707245,-0.015471954829990864,1,1,0.5531566774651943
38,0.0074014379642903805,0.6867415308952332,0.5912950038909912,-0.13607849180698395,0,1,0.34376776681230686
39,-0.04872312769293785,0.6836522221565247,0.5019147992134094,-0.09417036920785904,0,1,0.3595365950433949
40,-0.026001982390880585,0.6886326670646667,0.829276978969574,-0.19745269417762756,0,1,0.4068811787347096
41,-0.10822300612926483,0.7890982627868652,0.18919971585273743,-0.008514709770679474,0,1,0.12202580408828807
42,-0.04945442080497742,0.8380823731422424,-0.16741447150707245,-0.015471954829990864,0,1,0.2786086447589707
43,-0.015080265700817108,0.8297931551933289,-0.16741447150707245,-0.015471954829990864,1,1,0.5531566774651943
44,-0.11648662388324738,0.7758387923240662,-0.04104351997375488,0.1622561365365982,0,1,0.16137461461641636
45,-0.009414964355528355,0.7036945819854736,0.7893534898757935,-0.08298251777887344,1,1,0.3451526489380197
46,-0.04597674682736397,0.8056615591049194,-0.10152511298656464,0.1277150809764862,0,1,0.18920205777577215
47,-0.11671227961778641,0.7576414346694946,-0.3492463529109955,-0.10511583089828491,1,1,0.2633646622173801
48,-0.011403986252844334,0.7000800967216492,0.9284456372261047,-0.1202019602060318,1,1,0.4069312997937946
49,-0.07644928246736526,0.8312305808067322,-0.5601569414138794,-0.10383903980255127,1,1,0.13062451359298555
50,-0.0594293512403965,0.6619960069656372,0.4975165128707886,-0.14863736927509308,0,1,0.30656417469418756
51,-0.05064813420176506,0.7413598299026489,-0.20845051109790802,0.08174647390842438,1,1,0.21388215372022948
52,-0.09334637224674225,0.823353111743927,-0.3217823803424835,-0.08618958294391632,1,1,0.25330591995301166
53,0.003993603400886059,0.705411434173584,0.12565676867961884,-0.39351600408554077,1,1,0.22769728613767465
54,-0.057039592415094376,0.6980758905410767,0.5421772003173828,-0.2670859694480896,0,1,0.25223671462666064
55,-0.0376308299601078,0.6812484860420227,1.0538053512573242,0.17457133531570435,0,1,0.3759988366074858
56,-0.019524093717336655,0.6476629376411438,0.6577967405319214,-0.44612640142440796,1,1,0.3072312345051191
57,0.0071156322956085205,0.7116888761520386,0.5062555074691772,0.18827959895133972,0,1,0.28600731004379276
58,-0.1730388104915619,0.23798581957817078,-0.5458190441131592,-0.042761873453855515,0,1,0.25458579971599804
59,-0.05690807104110718,0.6882729530334473,0.8446505069732666,-0.1417969912290573,1,1,0.34610364541681066
60,-0.0021534920670092106,0.6979026794433594,0.26301923394203186,-0.3270532488822937,1,1,0.30907052426859244
61,-0.05444818362593651,0.8122367858886719,-0.26101359724998474,-0.04434790089726448,1,1,0.2382363744422914
